	sample_name	wordfreqs	poesy + wordfreqs	poesy	rule-based	rule-based (loose)
corpus/NotSonnets/Z200170102.txt	NotSonnets	0.5478909705179177	0.4168067580371044	0.4186816785568566	1.0	0.8333333333333334
corpus/NotSonnets/Z200173112.txt	NotSonnets	0.6003428837098257	0.5292143937897257	0.45103984121872354	0.0	0.8333333333333334
corpus/NotSonnets/Z200173799.txt	NotSonnets	0.2127275981291461	0.10536726625446449	0.18236276817467645	0.0	0.5
corpus/NotSonnets/Z200173881.txt	NotSonnets	0.36686811475001907	0.31293686248731434	0.46311742534018957	0.0	0.6666666666666666
corpus/NotSonnets/Z200175626.txt	NotSonnets	0.4441120524854245	0.22426755293329848	0.2691204850654876	0.0	0.8333333333333334
corpus/NotSonnets/Z200176279.txt	NotSonnets	0.5604244258618094	0.27817852902287477	0.23522452284495968	0.0	0.6666666666666666
corpus/NotSonnets/Z200176387.txt	NotSonnets	0.17533104306530056	0.1711300123814594	0.4285495623543115	1.0	0.8333333333333334
corpus/NotSonnets/Z200177910.txt	NotSonnets	0.2763920147926941	0.2193694698203189	0.3733955692801337	0.0	0.5
corpus/NotSonnets/Z200177984.txt	NotSonnets	0.29924685760073033	0.15060411076399866	0.22336810317464142	0.0	0.6666666666666666
corpus/NotSonnets/Z200178265.txt	NotSonnets	0.5210923592297239	0.3259477017751127	0.28688392292400366	0.0	0.8333333333333334
corpus/NotSonnets/Z200182622.txt	NotSonnets	0.37364263870924425	0.24676934487191574	0.35234637245075195	0.0	0.5
corpus/NotSonnets/Z200191473.txt	NotSonnets	0.32546630455171055	0.22955499338506236	0.3943703122515641	0.0	0.5
corpus/NotSonnets/Z200192190.txt	NotSonnets	0.4926385852316223	0.3210754982047822	0.360384789814111	0.0	0.8333333333333334
corpus/NotSonnets/Z200193690.txt	NotSonnets	0.550154622518368	0.2234669509491683	0.21349853194803092	0.0	0.5
corpus/NotSonnets/Z200195044.txt	NotSonnets	0.4953681061902107	0.5088257754101373	0.5148628368208108	0.0	0.6666666666666666
corpus/NotSonnets/Z200196235.txt	NotSonnets	0.6642349245538591	0.469455170356427	0.334931664560234	0.0	0.6666666666666666
corpus/NotSonnets/Z200197022.txt	NotSonnets	0.44909518470175736	0.20982662081208692	0.22334515472546035	1.0	0.8333333333333334
corpus/NotSonnets/Z200197159.txt	NotSonnets	0.2270096247313415	0.18027478446357567	0.29180049715022527	0.0	0.6666666666666666
corpus/NotSonnets/Z200197368.txt	NotSonnets	0.4065585183664019	0.18949728281357753	0.1852339453506515	0.0	0.3333333333333333
corpus/NotSonnets/Z200198045.txt	NotSonnets	0.3718447399822959	0.20004453815458992	0.24192246072288792	1.0	0.8333333333333334
corpus/NotSonnets/Z200198450.txt	NotSonnets	0.5341503676626245	0.35505963622300146	0.36126634779125305	0.0	0.6666666666666666
corpus/NotSonnets/Z200200159.txt	NotSonnets	0.5095533645284372	0.3801444678874631	0.45343292664243745	1.0	1.0
corpus/NotSonnets/Z200204769.txt	NotSonnets	0.2543480961184532	0.14689716065957958	0.24760771714862423	0.0	0.3333333333333333
corpus/NotSonnets/Z200213815.txt	NotSonnets	0.4825500292303371	0.32476138716476083	0.3110678169592741	1.0	1.0
corpus/NotSonnets/Z200222668.txt	NotSonnets	0.2788582717849346	0.2554010033902551	0.29986543373362856	0.0	0.5
corpus/NotSonnets/Z200229592.txt	NotSonnets	0.3581440301325023	0.2227165358352475	0.21908026125221466	0.0	0.3333333333333333
corpus/NotSonnets/Z200232851.txt	NotSonnets	0.30981847940516916	0.10936799937876736	0.12957021080870948	0.0	0.5
corpus/NotSonnets/Z200235124.txt	NotSonnets	0.28938343597642835	0.2226363187836866	0.26509763196969255	1.0	0.6666666666666666
corpus/NotSonnets/Z200236398.txt	NotSonnets	0.2798412961030919	0.06390313530752416	0.08750376992151608	0.0	0.5
corpus/NotSonnets/Z200236399.txt	NotSonnets	0.4468624937321252	0.23643835237301297	0.2477376285284754	0.0	0.8333333333333334
corpus/NotSonnets/Z200260240.txt	NotSonnets	0.5479272884412543	0.43202315853928197	0.3990073249831671	0.0	0.5
corpus/NotSonnets/Z200264363.txt	NotSonnets	0.467858662449932	0.24314038770431542	0.2640339163334296	0.0	0.8333333333333334
corpus/NotSonnets/Z200264583.txt	NotSonnets	0.4038459898919076	0.20049782414356326	0.2588047694356081	0.0	0.8333333333333334
corpus/NotSonnets/Z200265251.txt	NotSonnets	0.32588922455311153	0.236994172981454	0.3554695305324272	0.0	0.6666666666666666
corpus/NotSonnets/Z200265471.txt	NotSonnets	0.7420911528123968	0.64543905187781	0.4940901438590943	1.0	0.8333333333333334
corpus/NotSonnets/Z200268897.txt	NotSonnets	0.2165313800543811	0.22018801305522154	0.4089550355578068	1.0	0.8333333333333334
corpus/NotSonnets/Z200271673.txt	NotSonnets	0.5427760868314447	0.3233280259836503	0.3689198408780577	0.0	0.6666666666666666
corpus/NotSonnets/Z200271814.txt	NotSonnets	0.4567463008875574	0.32858267902997085	0.4168769206574222	0.0	0.3333333333333333
corpus/NotSonnets/Z200271916.txt	NotSonnets	0.30575212985262495	0.18079149552558754	0.24455716573840008	1.0	0.8333333333333334
corpus/NotSonnets/Z200273359.txt	NotSonnets	0.5009326506146536	0.24880829755096012	0.25625516573582224	0.0	0.5
corpus/NotSonnets/Z200273395.txt	NotSonnets	0.48189419482811013	0.42166479425888537	0.4253257733968025	1.0	0.8333333333333334
corpus/NotSonnets/Z200274013.txt	NotSonnets	0.5075499405756692	0.2213792537272216	0.21875358527805988	0.0	0.5
corpus/NotSonnets/Z200274674.txt	NotSonnets	0.461771859374639	0.3027402405624927	0.24761103266779924	1.0	0.8333333333333334
corpus/NotSonnets/Z200275782.txt	NotSonnets	0.4767767803498184	0.17244975870377557	0.14235561854925646	0.0	0.5
corpus/NotSonnets/Z200275841.txt	NotSonnets	0.38740816820857626	0.14295073735038974	0.1707067147928014	0.0	0.5
corpus/NotSonnets/Z200277120.txt	NotSonnets	0.36333612999099796	0.21416720336977754	0.23250789296739635	0.0	0.6666666666666666
corpus/NotSonnets/Z200278549.txt	NotSonnets	0.6819762782054147	0.43358263883662695	0.3148791110125483	1.0	0.6666666666666666
corpus/NotSonnets/Z200281339.txt	NotSonnets	0.5719751016928287	0.32572803101273035	0.27746280484154073	0.0	0.8333333333333334
corpus/NotSonnets/Z200281461.txt	NotSonnets	0.3542628404584346	0.417869203874876	0.507046686351383	0.0	0.6666666666666666
corpus/NotSonnets/Z200281600.txt	NotSonnets	0.4920784344313275	0.5096299011763504	0.5171516742277299	0.0	0.6666666666666666
corpus/NotSonnets/Z200281611.txt	NotSonnets	0.33144488209430034	0.39717338826883225	0.526973326200246	0.0	0.6666666666666666
corpus/NotSonnets/Z200281815.txt	NotSonnets	0.4383143700693681	0.39127570474744583	0.45011914512348455	0.0	0.6666666666666666
corpus/NotSonnets/Z200285231.txt	NotSonnets	0.43002886308064936	0.3729727814903993	0.5220420945042945	1.0	1.0
corpus/NotSonnets/Z200285950.txt	NotSonnets	0.3477079085171586	0.1198487650928116	0.14391880706452553	0.0	0.3333333333333333
corpus/NotSonnets/Z200286616.txt	NotSonnets	0.5566858961799624	0.3375750472283636	0.27922580678050946	0.0	0.8333333333333334
corpus/NotSonnets/Z200287425.txt	NotSonnets	0.6617202828155323	0.37529258277662464	0.24126535619858624	0.0	0.8333333333333334
corpus/NotSonnets/Z200290934.txt	NotSonnets	0.4084765208093013	0.17779104091841746	0.2311182122207743	0.0	0.6666666666666666
corpus/NotSonnets/Z200290935.txt	NotSonnets	0.5769903777460695	0.2948763409438655	0.2442312184547788	0.0	0.8333333333333334
corpus/NotSonnets/Z200300328.txt	NotSonnets	0.36987671926308624	0.33799600006394515	0.3577237231838517	0.0	0.6666666666666666
corpus/NotSonnets/Z200309475.txt	NotSonnets	0.4745685909593636	0.31099030592092824	0.2654458944953599	0.0	0.6666666666666666
corpus/NotSonnets/Z200312337.txt	NotSonnets	0.6020307324198535	0.35542073421273873	0.2628026251416397	0.0	0.8333333333333334
corpus/NotSonnets/Z200315547.txt	NotSonnets	0.35376229910926793	0.31681948339239313	0.4819189690399631	0.0	0.8333333333333334
corpus/NotSonnets/Z200317834.txt	NotSonnets	0.28884396478309043	0.3280763235912216	0.44081523339684603	1.0	0.6666666666666666
corpus/NotSonnets/Z200319620.txt	NotSonnets	0.543273447365542	0.5401356603542996	0.4621936435656659	0.0	0.6666666666666666
corpus/NotSonnets/Z200320142.txt	NotSonnets	0.5042865444962709	0.2560559181608707	0.26846990198063997	0.0	0.8333333333333334
corpus/NotSonnets/Z200320701.txt	NotSonnets	0.33277998686919497	0.16157454215829786	0.2096497190217963	0.0	0.5
corpus/NotSonnets/Z200320728.txt	NotSonnets	0.41329175678788665	0.21679454565630227	0.2271189019110595	0.0	0.8333333333333334
corpus/NotSonnets/Z200321712.txt	NotSonnets	0.4226688560722095	0.15629376411572315	0.18311213289786074	0.0	0.5
corpus/NotSonnets/Z200321994.txt	NotSonnets	0.6850751868687465	0.405386666034109	0.28851178599812605	0.0	0.8333333333333334
corpus/NotSonnets/Z200325514.txt	NotSonnets	0.4467899270607133	0.4175728827615116	0.5057527049539482	0.0	0.8333333333333334
corpus/NotSonnets/Z200330387.txt	NotSonnets	0.40730488091402633	0.3353797566990705	0.34543392059749317	0.0	0.5
corpus/NotSonnets/Z200333116.txt	NotSonnets	0.43810701104402955	0.3721792403825184	0.4569880692928847	1.0	0.8333333333333334
corpus/NotSonnets/Z200338478.txt	NotSonnets	0.4565784076056706	0.2382282162685778	0.23221546945496827	0.0	0.5
corpus/NotSonnets/Z200338480.txt	NotSonnets	0.3915143715379631	0.39807377652792414	0.35194580431611666	1.0	0.8333333333333334
corpus/NotSonnets/Z200340120.txt	NotSonnets	0.5247184871754007	0.30808627393686094	0.22769849832461858	0.0	0.5
corpus/NotSonnets/Z200340843.txt	NotSonnets	0.3759049674242389	0.25232056597765895	0.3091611700126199	0.0	0.6666666666666666
corpus/NotSonnets/Z200340867.txt	NotSonnets	0.5622779200883832	0.32446354115603565	0.28606447141289193	0.0	0.6666666666666666
corpus/NotSonnets/Z200340937.txt	NotSonnets	0.5816361676904911	0.47292045312211956	0.3729706030985393	0.0	0.5
corpus/NotSonnets/Z200341878.txt	NotSonnets	0.453619271583332	0.279506896072139	0.33079925164946167	0.0	0.5
corpus/NotSonnets/Z200343181.txt	NotSonnets	0.46718962056479957	0.46266059564996165	0.39164387967734077	0.0	0.5
corpus/NotSonnets/Z200343345.txt	NotSonnets	0.33031965953919884	0.2599462449599956	0.4996075474630249	0.0	0.6666666666666666
corpus/NotSonnets/Z200343732.txt	NotSonnets	0.28407598707455606	0.3657189233324603	0.48628513235271703	0.0	0.5
corpus/NotSonnets/Z200343777.txt	NotSonnets	0.4231664401852325	0.181072642610612	0.2103238411653703	0.0	0.6666666666666666
corpus/NotSonnets/Z200344347.txt	NotSonnets	0.7788494963630923	0.6334273630066768	0.3676471862327631	0.0	0.6666666666666666
corpus/NotSonnets/Z200344529.txt	NotSonnets	0.5236308208721011	0.3126013217428049	0.2693228376459301	0.0	0.8333333333333334
corpus/NotSonnets/Z200345666.txt	NotSonnets	0.4425319249205893	0.18681660241497106	0.17132820294456902	0.0	0.5
corpus/NotSonnets/Z200350304.txt	NotSonnets	0.37035385015717465	0.2055870244777792	0.23639822712367886	0.0	0.3333333333333333
corpus/NotSonnets/Z200357246.txt	NotSonnets	0.4026266106057896	0.4894896351197914	0.5705922972019278	0.0	0.5
corpus/NotSonnets/Z200372137.txt	NotSonnets	0.45931081437717275	0.5506579562611237	0.5945685482425418	1.0	0.8333333333333334
corpus/NotSonnets/Z200372666.txt	NotSonnets	0.3314307315443236	0.4461366568341308	0.5315813395805391	1.0	0.8333333333333334
corpus/NotSonnets/Z200372712.txt	NotSonnets	0.3632093608955464	0.2484374427195682	0.2949254166036359	1.0	0.6666666666666666
corpus/NotSonnets/Z200373392.txt	NotSonnets	0.37853351802942725	0.22861220832604667	0.273476720683544	0.0	0.5
corpus/NotSonnets/Z200373463.txt	NotSonnets	0.2368509467971909	0.11059057066709503	0.19793208071883456	0.0	0.5
corpus/NotSonnets/Z200374669.txt	NotSonnets	0.4251608157907004	0.2298200528045919	0.22561025953340705	0.0	0.6666666666666666
corpus/NotSonnets/Z200374764.txt	NotSonnets	0.4549463989265518	0.20729791387831567	0.2079344361526704	0.0	0.5
corpus/NotSonnets/Z200377009.txt	NotSonnets	0.480708515643619	0.23684386681945527	0.23483224122786672	0.0	0.6666666666666666
corpus/NotSonnets/Z200378902.txt	NotSonnets	0.3409648575855246	0.3395011292699977	0.47834608892491115	0.0	0.6666666666666666
corpus/NotSonnets/Z200379770.txt	NotSonnets	0.513969581971502	0.27224166114690773	0.18335020903620852	0.0	0.6666666666666666
corpus/NotSonnets/Z200383748.txt	NotSonnets	0.672256734641815	0.43140754421215927	0.24311455475718147	0.0	0.8333333333333334
corpus/NotSonnets/Z200383791.txt	NotSonnets	0.5567052358482013	0.3316162363591155	0.25795274588090317	0.0	0.8333333333333334
corpus/NotSonnets/Z200383868.txt	NotSonnets	0.3992455326342246	0.18745919299788105	0.19787886811137007	0.0	0.5
corpus/NotSonnets/Z200385569.txt	NotSonnets	0.3491309394304847	0.29526065038482063	0.33645814356021086	0.0	0.6666666666666666
corpus/NotSonnets/Z200385787.txt	NotSonnets	0.3829902298991138	0.24648331422924796	0.2660558729374747	0.0	0.5
corpus/NotSonnets/Z200386342.txt	NotSonnets	0.581186388899271	0.3861068458698476	0.288667658691815	0.0	0.6666666666666666
corpus/NotSonnets/Z200387870.txt	NotSonnets	0.4216428569768748	0.18614506361616534	0.1739877578344836	0.0	0.6666666666666666
corpus/NotSonnets/Z200388914.txt	NotSonnets	0.506671350048493	0.3535740517992207	0.36499490260882245	0.0	0.5
corpus/NotSonnets/Z200388976.txt	NotSonnets	0.38749669261590497	0.2078441526105776	0.26476338364906743	0.0	0.8333333333333334
corpus/NotSonnets/Z200388977.txt	NotSonnets	0.289502537960079	0.11977689620360615	0.2224047197086605	0.0	0.6666666666666666
corpus/NotSonnets/Z200389419.txt	NotSonnets	0.5032142293085764	0.2580573849581256	0.23123858558143578	0.0	0.6666666666666666
corpus/NotSonnets/Z200390257.txt	NotSonnets	0.5519722223589064	0.4351743576691107	0.39650052224173127	0.0	0.5
corpus/NotSonnets/Z200390373.txt	NotSonnets	0.49357843343355096	0.47557583567207656	0.5589305217668498	0.0	0.6666666666666666
corpus/NotSonnets/Z200390819.txt	NotSonnets	0.5345972100135875	0.28103794134854787	0.20380763401609253	0.0	0.5
corpus/NotSonnets/Z200394548.txt	NotSonnets	0.3847639536212917	0.25096838883253203	0.2985427260335117	0.0	0.5
corpus/NotSonnets/Z200396444.txt	NotSonnets	0.34382739049853694	0.2280314067053011	0.34313123444917554	0.0	0.6666666666666666
corpus/NotSonnets/Z200396462.txt	NotSonnets	0.4960749025938674	0.861786383194025	0.8808629474871607	1.0	1.0
corpus/NotSonnets/Z200399806.txt	NotSonnets	0.36657060917396533	0.21373610886723654	0.2369705449948079	0.0	0.5
corpus/NotSonnets/Z200400558.txt	NotSonnets	0.3344077713076456	0.2597443759064981	0.35155414906453303	0.0	0.6666666666666666
corpus/NotSonnets/Z200400586.txt	NotSonnets	0.3146068003382097	0.12334988297370904	0.1720607471581172	0.0	0.6666666666666666
corpus/NotSonnets/Z200400887.txt	NotSonnets	0.37132934233721154	0.7331365637457755	0.8527004037703245	1.0	1.0
corpus/NotSonnets/Z200402434.txt	NotSonnets	0.3374744906032604	0.2735760781725567	0.4817822447389624	1.0	1.0
corpus/NotSonnets/Z200403440.txt	NotSonnets	0.2662387393864082	0.22790578503371564	0.30328903001269086	0.0	0.6666666666666666
corpus/NotSonnets/Z200403555.txt	NotSonnets	0.32591923643642834	0.1492700782933539	0.20969123897608774	0.0	0.6666666666666666
corpus/NotSonnets/Z200404607.txt	NotSonnets	0.4808199793123412	0.6053130805020888	0.6772510529690401	1.0	1.0
corpus/NotSonnets/Z200404949.txt	NotSonnets	0.4226825407904368	0.30755066977874507	0.3805119439019337	1.0	1.0
corpus/NotSonnets/Z200405712.txt	NotSonnets	0.46227050054496477	0.2503394946461104	0.23861612542526853	0.0	0.8333333333333334
corpus/NotSonnets/Z200407061.txt	NotSonnets	0.5022894757915297	0.22223004856592554	0.25582160187180114	0.0	0.8333333333333334
corpus/NotSonnets/Z200407518.txt	NotSonnets	0.4613112112537537	0.403481461044403	0.4079798558878986	0.0	0.5
corpus/NotSonnets/Z200407542.txt	NotSonnets	0.4746565556752129	0.49673586498135275	0.5179773830416526	1.0	0.8333333333333334
corpus/NotSonnets/Z200407560.txt	NotSonnets	0.335203090032784	0.17848968404415524	0.24103783384615132	0.0	0.6666666666666666
corpus/NotSonnets/Z200407573.txt	NotSonnets	0.4243315683130908	0.23003929734793305	0.25724992776059263	0.0	0.6666666666666666
corpus/NotSonnets/Z200407619.txt	NotSonnets	0.3167553289495025	0.2645513500857954	0.44239633896661457	0.0	0.6666666666666666
corpus/NotSonnets/Z200407627.txt	NotSonnets	0.34794586523344107	0.302138578697941	0.35291164948899334	0.0	0.6666666666666666
corpus/NotSonnets/Z200407721.txt	NotSonnets	0.30491028978026113	0.21629450035514952	0.2742209482652734	0.0	0.6666666666666666
corpus/NotSonnets/Z200408585.txt	NotSonnets	0.5027257724228171	0.3859293883951464	0.3914485142957959	0.0	0.6666666666666666
corpus/NotSonnets/Z200410346.txt	NotSonnets	0.5471028726709919	0.26399900488371414	0.22065106981465094	0.0	0.6666666666666666
corpus/NotSonnets/Z200410502.txt	NotSonnets	0.20863326271594887	0.10920070775959374	0.20965025371823784	0.0	0.5
corpus/NotSonnets/Z200410534.txt	NotSonnets	0.39918988514035947	0.17589926082381288	0.1845171820248717	0.0	0.5
corpus/NotSonnets/Z200414158.txt	NotSonnets	0.6182386084177158	0.3370227559410185	0.2550782543480338	0.0	0.8333333333333334
corpus/NotSonnets/Z200414162.txt	NotSonnets	0.3722279491535748	0.17165595248439366	0.2702043345764695	0.0	0.8333333333333334
corpus/NotSonnets/Z200414954.txt	NotSonnets	0.5196294989851209	0.6062162410790224	0.583685149199625	1.0	0.8333333333333334
corpus/NotSonnets/Z200415315.txt	NotSonnets	0.40423533058242306	0.488596716904584	0.5059402766284042	0.0	0.6666666666666666
corpus/NotSonnets/Z200417047.txt	NotSonnets	0.54532776385976	0.23885139767178531	0.2010385988656816	0.0	0.5
corpus/NotSonnets/Z200418355.txt	NotSonnets	0.30470519408902047	0.22023902981686883	0.3734993129234642	0.0	0.8333333333333334
corpus/NotSonnets/Z200420040.txt	NotSonnets	0.6120287773484103	0.789122029781601	0.747814817866283	1.0	1.0
corpus/NotSonnets/Z200421934.txt	NotSonnets	0.7612285946981903	0.36499129754346776	0.18818143098112816	0.0	0.6666666666666666
corpus/NotSonnets/Z200422161.txt	NotSonnets	0.4260530623370487	0.31109351212097464	0.2918194567807565	0.0	0.3333333333333333
corpus/NotSonnets/Z200423379.txt	NotSonnets	0.5393050602611169	0.46858279451527013	0.4080413960466991	0.0	0.6666666666666666
corpus/NotSonnets/Z200424164.txt	NotSonnets	0.3230492996328146	0.5309071671106977	0.6356997124971734	0.0	0.6666666666666666
corpus/NotSonnets/Z200426213.txt	NotSonnets	0.39298394403225	0.4398698457179907	0.47690518093283896	1.0	0.8333333333333334
corpus/NotSonnets/Z200427444.txt	NotSonnets	0.48820541807859646	0.16692521906549485	0.15061249393530096	0.0	0.5
corpus/NotSonnets/Z200428823.txt	NotSonnets	0.44419356288321943	0.23627120108310679	0.30151740373448155	0.0	0.5
corpus/NotSonnets/Z200428848.txt	NotSonnets	0.5055969530237275	0.24889355758083406	0.22411937200992285	0.0	0.6666666666666666
corpus/NotSonnets/Z200428895.txt	NotSonnets	0.4431948210493054	0.2546959139212119	0.25007787830688955	0.0	0.5
corpus/NotSonnets/Z200436277.txt	NotSonnets	0.6593450428589254	0.40064055774575735	0.2769123651545704	0.0	0.8333333333333334
corpus/NotSonnets/Z200437830.txt	NotSonnets	0.5377792243615536	0.5520467695155923	0.5315120716453451	0.0	0.6666666666666666
corpus/NotSonnets/Z200447926.txt	NotSonnets	0.8121400333305376	0.712212190103279	0.531944612176051	1.0	1.0
corpus/NotSonnets/Z200449611.txt	NotSonnets	0.4072291235171052	0.37834104497090215	0.4555375309036875	1.0	0.8333333333333334
corpus/NotSonnets/Z200451045.txt	NotSonnets	0.5559194298310626	0.526338395102052	0.6017314705143142	1.0	1.0
corpus/NotSonnets/Z200452649.txt	NotSonnets	0.5270842149643301	0.4149614577547459	0.46978555970211255	1.0	1.0
corpus/NotSonnets/Z200453289.txt	NotSonnets	0.564883632999564	0.35773790783966675	0.365120732126655	0.0	0.5
corpus/NotSonnets/Z200455252.txt	NotSonnets	0.4622190434191393	0.14381219651349247	0.16130501059092855	0.0	0.5
corpus/NotSonnets/Z200458944.txt	NotSonnets	0.48952468447300085	0.8727371409337563	0.8922227481037516	1.0	1.0
corpus/NotSonnets/Z200460524.txt	NotSonnets	0.3343976783948953	0.21932270458651473	0.2744134876863844	0.0	0.3333333333333333
corpus/NotSonnets/Z200461809.txt	NotSonnets	0.4372242267977296	0.1749106080435336	0.21128700556209046	0.0	0.6666666666666666
corpus/NotSonnets/Z200462209.txt	NotSonnets	0.5028933447297703	0.2772487030038537	0.2852224140317837	0.0	0.8333333333333334
corpus/NotSonnets/Z200464446.txt	NotSonnets	0.44877026685407023	0.31323430709451555	0.3044258411065632	0.0	0.8333333333333334
corpus/NotSonnets/Z200466164.txt	NotSonnets	0.26600726711862366	0.18690640965834351	0.29054097217071245	0.0	0.6666666666666666
corpus/NotSonnets/Z200467435.txt	NotSonnets	0.42642988631741396	0.2085894172354442	0.2617289444373651	0.0	0.5
corpus/NotSonnets/Z200471730.txt	NotSonnets	0.5361104510352932	0.27566034751866875	0.25492041216033123	0.0	0.8333333333333334
corpus/NotSonnets/Z200472024.txt	NotSonnets	0.42974004192346194	0.6968466247577735	0.8062609518342756	1.0	1.0
corpus/NotSonnets/Z200474130.txt	NotSonnets	0.3236873421007774	0.1355018371123995	0.19244658488025926	0.0	0.8333333333333334
corpus/NotSonnets/Z200474518.txt	NotSonnets	0.44197121146368795	0.4866952971072786	0.5188620930834742	1.0	1.0
corpus/NotSonnets/Z200475009.txt	NotSonnets	0.37882728667713117	0.7885264108181604	0.8715143147355576	1.0	1.0
corpus/NotSonnets/Z200475744.txt	NotSonnets	0.4327595011306051	0.3116473631181913	0.3100015254661206	0.0	0.6666666666666666
corpus/NotSonnets/Z200476025.txt	NotSonnets	0.39800110182522125	0.3070207529365813	0.33939457235682075	0.0	0.5
corpus/NotSonnets/Z200476288.txt	NotSonnets	0.7089548015470466	0.698150417917378	0.5552984118176415	1.0	1.0
corpus/NotSonnets/Z200476640.txt	NotSonnets	0.43644139103166546	0.8286582113266328	0.8964131863616606	1.0	1.0
corpus/NotSonnets/Z200478711.txt	NotSonnets	0.4008352289214909	0.4103523418445072	0.46062813210685144	0.0	0.6666666666666666
corpus/NotSonnets/Z200479403.txt	NotSonnets	0.6368154571671909	0.43672285984226705	0.35061462624518375	0.0	0.8333333333333334
corpus/NotSonnets/Z200479656.txt	NotSonnets	0.5039464848207136	0.3086751415439336	0.24876704266890604	0.0	0.6666666666666666
corpus/NotSonnets/Z200479920.txt	NotSonnets	0.28850095893416344	0.15031291300566205	0.2285236065092031	0.0	0.8333333333333334
corpus/NotSonnets/Z200479938.txt	NotSonnets	0.33438431937625324	0.16491673125388687	0.25239671343166825	0.0	0.8333333333333334
corpus/NotSonnets/Z200479958.txt	NotSonnets	0.3611186084017632	0.1489612599222277	0.20207045562823855	0.0	0.6666666666666666
